ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,item_UPA,item_IPA,form_set,etym_notes,glossing_notes
301-230-1,,301,230,kočkams,kočkams,k o tʃ k ɑ m s,,MordWb,,,,,kočkams,kotʃkɑms,6,,
301-230-2,,301,230,purnams,purnams,p u r n ɑ m s,,MordWb,,,,,purnams,purnɑms,7,,
501-230-1,,501,230,e̮kti̮ni̮,e̮kti̮ni̮,ɤ k t ɯ n ɯ,,SyrjWsch,,,,,e̮kti̮ni̮,ɤktɯnɯ,8,,
503-230-1,,503,230,e̮kti̮ni̮,e̮kti̮ni̮,ɤ k t ɯ n ɯ,,KoPRSl,,,,,e̮kti̮ni̮,ɤktɯnɯ,8,,
504-230-1,,504,230,okti̮ni̮,okti̮ni̮,o k t ɯ n ɯ,,WotjWsch,,,,,okti̮ni̮,oktɯnɯ,8,,
601-230-1,,601,230,gyűjt,gyűjt,ɟ yː j t,,FMSz,,,,,,ɟyːjt,9,,
401-230-1,,401,230,poɣem,poɣem,p o ɣ e m,,SMSk;TscherWb,,,,,poɣem,poɣem,10,,"'Pick up, gather'"
504-230-2,,504,230,bićani̮,bićani̮,b i tɕ ɑ n ɯ,,WotjWsch,,,,,bićani̮,bitɕɑnɯ,11,,
701-230-1,,701,230,ati,ati,ɑ t i,,WogWb,,,,,ati,ɑti,12,,
902-230-1,,902,230,məq°la°,məq°la°,,,JurSWb,,,,,,,13,,
907-230-1,,907,230,taq-,taq-,t ɑ q,,SolkWb,,,,,taq-,tɑq-,14,,
108-230-1,,108,230,usse,usse,u sː e,,WOLD,,,,,,usːe,15,,
108-230-2,,108,230,kōppče,kōppče,k oː pː t ʃ e,,WOLD,,,,,,koːpːtʃe,16,,
807-230-1,,807,230,čäɣi-,čäɣi-,tʃ æ ɣ i,,DEWbOstj,,,,,čäɣi-,tʃæɣi-,17,,
209-230-2,,209,230,näppimä,näppimä,n æ pː i m æ,,VKJMS,,,,,näppimä,næpːimæ,18,,
901-230-1,,901,230,ŋuńüdʹa,ŋuńüdʹa,ŋ u ɲ y dʲ ɑ,,SlNgaRus,,,,,ŋuńüdʹa,ŋuɲydʲɑ,19,,
0-231-1,,0,231,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
203-231-1,,203,231,kettu,kettu,k e̞ t̪ː u,,JL,,,,,,ke̞t̪ːu,1,,
101-231-1,,101,231,riepie,riepie,,,NSsNdb,,,,,,,2,,
102-231-1,,102,231,riebiei,riebiei,,,WbWlap,,,,,,,2,,
104-231-1,,104,231,rebe,rebe,,,EZ,,,,,,,2,,
105-231-1,,105,231,rieban,rieban,,,SSSg,,,,,,,2,,
106-231-1,,106,231,riemnjis,riemnjis,,,InsSSk,,,,,,,2,,
107-231-1,,107,231,riʹmjj ~ rieʹmnnj,riʹmjj ~ rieʹmnnj,,,SKosSk,,,,,,,2,,
108-231-1,,108,231,rīmm’n,rīmm’n,r iː mːʲ n,,WOLD,,,,,,riːmːʲn,2,,
204-231-1,,204,231,repo ~ repoi,repo ~ repoi,,,KKSV,,,,,,,2,,
207-231-1,,207,231,reboi,reboi,,,VVS,,,,,,,2,,
208-231-1,,208,231,reʙoi,reʙoi,r e b̥ o i,,InkmSk,,,,,reʙoi,reb̥oi,2,,
209-231-1,,209,231,repo,repo,r e p o,,VKJMS,,,,,repo,repo,2,,
210-231-1,,210,231,rebane,rebane,r e p ɑ n e,,SVSk,,,,,,repɑne,2,,
211-231-1,,211,231,repän',repän',,,VESr,,,,,,,2,,
212-231-1,,212,231,reʾbbi,reʾbbi,,,LivWb,,,,,,,2,,
301-231-1,,301,231,ŕiveź,ŕiveź,rʲ i v e ʑ,,MordWb,,,,,ŕiveź,rʲiveʑ,2,,
401-231-1,,401,231,rə̑βə̑ž,rə̑βə̑ž,r ə β ə ʒ,,SMSk;TscherWb,,,,,rə̑βə̑ž,rəβəʒ,2,,
501-231-1,,501,231,ruć,ruć,r u tɕ,,SyrjWsch,,,,,ruć,rutɕ,2,,
503-231-1,,503,231,ruć,ruć,r u tɕ,,KoPRSl,,,,,ruć,rutɕ,2,,
504-231-1,,504,231,ʒ́i̮ći̮,ʒ́i̮ći̮,dʑ ɯ tɕ ɯ,,WotjWsch,,,,,ʒ́i̮ći̮,dʑɯtɕɯ,2,,
601-231-1,,601,231,róka,róka,r oː k ɒ,"From earlier *rovV-, cf. “ravasz” 'shrewd, cunning'; vowels not corresponding with PFU *repä-ćV",FMSz,,,,,,roːkɒ,2,,
701-231-1,,701,231,oχsar,oχsar,o x s ɑ r,,WogWb,,,,,oχsar,oxsɑr,3,,
807-231-1,,807,231,wo̭ki̮,wo̭ki̮,w o̻ k ɯ,,DEWbOstj,,,,,wo̭ki̮,wo̻kɯ,3,,
901-231-1,,901,231,tunti̮,tunti̮,t u n t ɯ,,SlNgaRus,,,,,tunti̮,tuntɯ,4,,
902-231-1,,902,231,tyonya,tyonya,,,JurSWb,,,,,,,4,,
907-231-1,,907,231,loqa,loqa,l o q ɑ,,SolkWb,,,,,loqa,loqɑ,5,,
0-232-1,,0,232,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
203-232-1,,203,232,vääntää,vääntää,ʋ æː n̪ t̪ æː,,JL,,,,,,ʋæːn̪t̪æː,1,,
204-232-1,,204,232,veänteä,veänteä,,,KKSV,,,,,,,1,,
210-232-1,,210,232,väänata,väänata,v æː n ɑ tː ɑ,,SVSk,,,,,,væːnɑtːɑ,1,,
211-232-1,,211,232,väändmä,väändmä,,,SI,,,,,,,1,,
106-232-1,,106,232,karređ,karređ,,,InsSSk,,,,,,,2,,
203-232-2,,203,232,kiertää,kiertää,k i e̞ r t̪ æː,,JL,,,,,,kie̞rt̪æː,2,,
204-232-2,,204,232,kierteä,kierteä,,,KKSV,,,,,,,2,,
208-232-1,,208,232,kērtǟ,kērtǟ,k eː r t æː,,InkmSk,,,,,kērtǟ,keːrtæː,2,,
209-232-1,,209,232,"tšēreskè̮ma, tšēroma",tšēreskè̮ma,tʃ eː r e s k ɤ̀ m ɑ,,VKJMS,,,,,"čēreskè̮ma, čēroma",tʃeːreskɤ̀mɑ,2,,
209-232-2,,209,232,"tšēreskè̮ma, tšēroma",tšēroma,tʃ eː r o m ɑ,,VKJMS,,,,,"čēreskè̮ma, čēroma",tʃeːromɑ,2,,
212-232-1,,212,232,kìerə,kìerə,,,LivWb,,,,,,,2,,
207-232-1,,207,232,käta,käta,,,VVS,,,,,,,3,,"'Turn, twist'"
105-232-1,,105,232,giessat,giessat,,,SSSg,,,,,,,4,,
102-232-1,,102,232,vìvvat,vìvvat,,,WbWlap,,,,,,,5,"Cf. Sw ""veva""",
104-232-1,,104,232,bådnjåt,bådnjåt,,,EZ,,,,,,,6,,
106-232-2,,106,232,"puunnjađ, ponjeldiđ",puunnjađ,,,InsSSk,,,,,,,6,,
106-232-3,,106,232,"puunnjađ, ponjeldiđ",ponjeldiđ,,,InsSSk,,,,,,,6,,
107-232-1,,107,232,poonnjâd,poonnjâd,,,SKosSk,,,,,,,6,,
108-232-1,,108,232,poanne,poanne,p ɒː nː e,,WOLD,,,,,,pɒːnːe,6,,
301-232-1,,301,232,purdams,purdams,p u r d ɑ m s,,MordWb,,,,,purdams,purdɑms,7,,
301-232-2,,301,232,mendʹams,mendʹams,m e n dʲ ɑ m s,,MordWb,,,,,mendʹams,mendʲɑms,8,,
501-232-1,,501,232,pučki̮ni̮,pučki̮ni̮,p u tʃ k ɯ n ɯ,,SyrjWsch,,,,,pučki̮ni̮,putʃkɯnɯ,9,,
501-232-2,,501,232,gartni̮,gartni̮,ɡ ɑ r t n ɯ,,SyrjWsch,,,,,gartni̮,ɡɑrtnɯ,10,,
601-232-1,,601,232,teker,teker,t ɛ k ɛ r,,FMSz,,,,,,tɛkɛr,11,,
601-232-2,,601,232,csavar,csavar,t͡ʃ ɒ v ɒ r,,FMSz,,,,,,t͡ʃɒvɒr,12,,
401-232-1,,401,232,pütə̑rem,pütə̑rem,p y t ə r e m,,SMSk;TscherWb,,,,,pütə̑rem,pytərem,13,,
503-232-1,,503,232,"berge̮tni̮, berge̮tli̮ni̮",berge̮tni̮,b e r ɡ ɤ t n ɯ,,KoPRSl,,,,,"berge̮tni̮, berge̮tli̮ni̮",berɡɤtnɯ,13,,
503-232-2,,503,232,"berge̮tni̮, berge̮tli̮ni̮",berge̮tli̮ni̮,b e r ɡ ɤ t l ɯ n ɯ,,KoPRSl,,,,,"berge̮tni̮, berge̮tli̮ni̮",berɡɤtlɯnɯ,13,,
504-232-1,,504,232,bergati̮ni̮,bergati̮ni̮,b e r ɡ ɑ t ɯ n ɯ,,WotjWsch,,,,,bergati̮ni̮,berɡɑtɯnɯ,13,,
401-232-2,,401,232,saβə̑rem,saβə̑rem,s ɑ β ə r e m,,SMSk;TscherWb,,,,,saβə̑rem,sɑβərem,14,,
701-232-1,,701,232,"pēri, pērmti, pēriɣti",pēri,p eː r i,Latter two derivs.,WogWb,,,,,"pēri, pērmti, pēriɣti",peːri,14,,
701-232-2,,701,232,"pēri, pērmti, pēriɣti",pērmti,p eː r m t i,Latter two derivs.,WogWb,,,,,"pēri, pērmti, pēriɣti",peːrmti,14,,
701-232-3,,701,232,"pēri, pērmti, pēriɣti",pēriɣti,p eː r i ɣ t i,Latter two derivs.,WogWb,,,,,"pēri, pērmti, pēriɣti",peːriɣti,14,,
902-232-1,,902,232,syur°xəlye-,syur°xəlye-,,,JurSWb,,,,,,,15,,
907-232-1,,907,232,kolʹə-,kolʹə-,k o ʎ ə,,SolkWb,,,,,kolʹə-,koʎə-,16,,"'Turn (around), ?twist'"
807-232-1,,807,232,jo̭ɣǝr-,jo̭ɣǝr-,j o̻ ɣ ə r,,DEWbOstj,,,,,jo̭ɣər-,jo̻ɣər-,17,,
209-232-3,,209,232,koverte̮ma,koverte̮ma,k o v e r t ɤ m ɑ,,VKJMS,,,,,koverte̮ma,kovertɤmɑ,18,,
209-232-4,,209,232,krīvissemä,krīvissemä,k r iː v i sː e m æ,,VKJMS,,,,,krīvissemä,kriːvisːemæ,19,,
503-232-3,,503,232,piʒ́ravni̮,piʒ́ravni̮,p i dʑ r ɑ v n ɯ,,KoPRSl,,,,,piʒ́ravni̮,pidʑrɑvnɯ,20,,
101-232-1,,101,232,buhtjiedidh,buhtjiedidh,,,NSsNdb,,,,,,,21,,
901-232-1,,901,232,hujkələbti̮dʹi,hujkələbti̮dʹi,h u j k ə l ə b t ɯ dʲ i,,SlNgaRus,,,,,hujkələbti̮dʹi,hujkələbtɯdʲi,22,,"'Twist, bend'"
0-233-1,,0,233,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
209-233-1,,209,233,[Form not found],,,,VKJMS,,,,,,,?,[Form not found],
807-233-1,,807,233,[Form not found],,,,DEWbOstj,,,,,,,?,[Form not found],
907-233-1,,907,233,[Form not found],,,,SolkWb,,,,,,,?,[Form not found],
106-233-1,,106,233,leäi'buđ,leäi'buđ,,,InsSSk,,,,,,,1,,
203-233-1,,203,233,leipoa,leipoa,l e̞ i p o̞ ɑ,,JL,,,,,,le̞ipo̞ɑ,1,,
107-233-1,,107,233,päʹštted,päʹštted,,,SKosSk,,,,,,,2,,"'Bake, fry, roast'?"
108-233-1,,108,233,pāšš’te,pāšš’te,p aː ʃːʲ t e,,WOLD,,,,,,paːʃːʲte,2,,
203-233-2,,203,233,paistaa,paistaa,p ɑ i s t̪ ɑː,,JL,,,,,,pɑist̪ɑː,2,,
204-233-1,,204,233,paistoa,paistoa,,,KKSV,,,,,,,2,,
207-233-1,,207,233,pašta ~ paštta,pašta ~ paštta,,,VVS,,,,,,,2,,
208-233-1,,208,233,paistā,paistā,p ɑ i s t ɑː,,InkmSk,,,,,paistā,pɑistɑː,2,,'Prepare by frying'
204-233-2,,204,233,voalie,voalie,,,KKSV,,,,,,,3,,
208-233-2,,208,233,vālia,vālia,v ɑː l i ɑ,,InkmSk,,,,,vālia,vɑːliɑ,3,,
210-233-1,,210,233,küpsetada,küpsetada,k y pː s e tː ɑ t ɑ,,SVSk,,,,,,kypːsetːɑtɑ,4,,
211-233-1,,211,233,küdsämä,küdsämä,,,VESr,,,,,,,4,,
212-233-1,,212,233,ūdə,ūdə,,,LivWb,,,,,,,5,,
104-233-1,,104,233,basset,basset,,,EZ,,,,,,,6,,
105-233-1,,105,233,bassit,bassit,,,SSSg,,,,,,,6,,
106-233-2,,106,233,passeeđ,passeeđ,,,InsSSk,,,,,,,6,,
501-233-1,,501,233,pe̮ẓ̌avni̮,pe̮ẓ̌avni̮,p ɤ ʒ ɑ v n ɯ,,SyrjWsch,,,,,pe̮žavni̮,pɤʒɑvnɯ,6,,
503-233-1,,503,233,pe̮žavni̮,pe̮žavni̮,p ɤ ʒ ɑ v n ɯ,,KoPRSl,,,,,pe̮žavni̮,pɤʒɑvnɯ,6,,
504-233-1,,504,233,pi̮ži̮ni̮,pi̮ži̮ni̮,p ɯ ʒ ɯ n ɯ,,WotjWsch,,,,,pi̮ži̮ni̮,pɯʒɯnɯ,6,,"'Bake, fry'"
101-233-1,,101,233,bååhkesjidh,bååhkesjidh,,,NSsNdb,,,,,,,7,,
102-233-1,,102,233,bå̀hkat,bå̀hkat,,,WbWlap,,,,,,,7,,
104-233-2,,104,233,bähkkut,bähkkut,,,EZ,,,,,,,7,,
301-233-1,,301,233,ŕestams,ŕestams,rʲ e s t ɑ m s,,MordWb,,,,,ŕestams,rʲestɑms,8,,
601-233-1,,601,233,süt,süt,ʃ y t,,FMSz,,,,,,ʃyt,9,,
401-233-1,,401,233,žaritlem,žaritlem,ʒ ɑ r i t l e m,,SMSk;TscherWb,,,,,žaritlem,ʒɑritlem,10,,
701-233-1,,701,233,sāriti,sāriti,s ɑː r i t i,,WogWb,,,,,sāriti,sɑːriti,10,,"'Fry, bake'"
401-233-2,,401,233,puštə̑lanem,puštə̑lanem,p u ʃ t ə l ɑ n e m,,SMSk;TscherWb,,,,,puštə̑lanem,puʃtəlɑnem,11,,
902-233-1,,902,233,yabcə°,yabcə°,,,JurSWb,,,,,,,12,,
901-233-1,,901,233,"hiðibti̮si̮, hitiðiśi",hiðibti̮si̮,h i ð i b t ɯ s ɯ,,SlNgaRus,,,,,"hiδibti̮si̮, hitiδiśi",hiðibtɯsɯ,13,,
901-233-2,,901,233,"hiðibti̮si̮, hitiðiśi",hitiðiśi,h i t i ð i ɕ i,,SlNgaRus,,,,,"hiδibti̮si̮, hitiδiśi",hitiðiɕi,13,,
0-234-1,,0,234,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
209-234-1,,209,234,[Form not found],,,,VKJMS,,,,,,,?,[Form not found],
212-234-1,,212,234,[Form not found],,,,LivWb,,,,,,,?,[Form not found],
504-234-1,,504,234,[Form not found],,,,WotjWsch,,,,,,,?,[Form not found],
701-234-1,,701,234,[Form not found],,,,WogWb,,,,,,,?,[Form not found],
807-234-1,,807,234,[Form not found],,,,DEWbOstj,,,,,,,?,[Form not found],
902-234-1,,902,234,[Form not found],,,,JurSWb,,,,,,,?,[Form not found],
106-234-1,,106,234,poai'muđ,poai'muđ,,,InsSSk,,,,,,,1,,
203-234-1,,203,234,poimia,poimia,p o̞ i m i ɑ,,JL,,,,,,po̞imiɑ,1,,
204-234-1,,204,234,poimie,poimie,,,KKSV,,,,,,,1,,
207-234-1,,207,234,poimda,poimda,,,VVS,,,,,,,1,,
210-234-1,,210,234,korjata,korjata,k o r j ɑ tː ɑ,,SVSk,,,,,,korjɑtːɑ,2,,
208-234-1,,208,234,noblia,noblia,n o b l i ɑ,,InkmSk,,,,,noblia,nobliɑ,3,,
208-234-2,,208,234,noppia,noppia,n o pː i ɑ,,InkmSk,,,,,noppia,nopːiɑ,3,,
210-234-2,,210,234,noppia,noppia,n o pː i ɑ,,SVSk,,,,,,nopːiɑ,3,,
211-234-1,,211,234,nobima,nobima,,,VESr,,,,,,,3,,
104-234-1,,104,234,tjågget,tjågget,,,EZ,,,,,,,4,,
105-234-1,,105,234,čoaggit,čoaggit,,,SSSg,,,,,,,4,,
106-234-2,,106,234,čoag'giđ,čoag'giđ,,,InsSSk,,,,,,,4,,
102-234-1,,102,234,lügˈŋjat,lügˈŋjat,,,WbWlap,,,,,,,5,,
107-234-1,,107,234,uussâd,uussâd,,,SKosSk,,,,,,,6,,
107-234-2,,107,234,tuäpˈpad,tuäpˈpad,,,SKosSk,,,,,,,7,,
301-234-1,,301,234,purnams,purnams,p u r n ɑ m s,,MordWb,,,,,purnams,purnɑms,8,,
501-234-1,,501,234,lepti̮ni̮,lepti̮ni̮,l e p t ɯ n ɯ,,SyrjWsch,,,,,lepti̮ni̮,leptɯnɯ,9,,"'Raise, lift, pick up'"
601-234-1,,601,234,felszed,felszed,f ɛ l s ɛ d,,FMSz,,,,,,fɛlsɛd,10,,
401-234-1,,401,234,poɣem,poɣem,p o ɣ e m,,SMSk;TscherWb,,,,,poɣem,poɣem,11,,"'Pick up, gather'"
401-234-2,,401,234,nalam,nalam,n ɑ l ɑ m,,SMSk;TscherWb,,,,,nalam,nɑlɑm,12,,"'Take, pick up'"
907-234-1,,907,234,uə̑ććə-,uə̑ććə-,u ə tɕː ə,"Deriv. from ""uə̑śə-"" 'stand up, rise'",SolkWb,,,,,uə̑ććə-,uətɕːə-,13,,
108-234-1,,108,234,pajne,pajne,p a j n e,,WOLD,,,,,,pajne,14,,
503-234-1,,503,234,bośtni̮,bośtni̮,b o ɕ t n ɯ,,KoPRSl,,,,,bośtni̮,boɕtnɯ,15,,"'Pick up, buy'"
101-234-1,,101,234,bihkedh,bihkedh,,,NSsNdb,,,,,,,16,,
901-234-1,,901,234,ŋənsubti̮si̮,ŋənsubti̮si̮,ŋ ə n s u b t ɯ s ɯ,,SlNgaRus,,,,,ŋənsubti̮si̮,ŋənsubtɯsɯ,17,,"'Pick up, lift; bring to a stop'"
0-235-1,,0,235,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
209-235-1,,209,235,[Form not found],,,,VKJMS,,,,,,,?,[Form not found],
108-235-1,,108,235,kādxe,kādxe,k aː d x e,,WOLD,,,,,,kaːdxe,1,,
203-235-1,,203,235,kadottaa,kadottaa,k ɑ d o̞ t̪ː ɑː,,JL,,,,,,kɑdo̞t̪ːɑː,1,,
204-235-1,,204,235,kavottoa,kavottoa,,,KKSV,,,,,,,1,,
207-235-1,,207,235,kadotada,kadotada,,,VVS,,,,,,,1,,
210-235-1,,210,235,kaotada,kaotada,k ɑ o tː ɑ t ɑ,,SVSk,,,,,,kɑotːɑtɑ,1,,
211-235-1,,211,235,kaotama,kaotama,,,VESr,,,,,,,1,,
212-235-1,,212,235,kɔ̄ʾttə,kɔ̄ʾttə,,,LivWb,,,,,,,1,,
203-235-2,,203,235,hävittää,hävittää,h æ ʋ i t̪ː æː,,JL,,,,,,hæʋit̪ːæː,2,,
204-235-2,,204,235,hävitteä,hävitteä,,,KKSV,,,,,,,2,,
208-235-1,,208,235,hävittǟ,hävittǟ,h æ v i tː æː,,InkmSk,,,,,hävittǟ,hævitːæː,2,,
207-235-2,,207,235,hajetada,hajetada,,,VVS,,,,,,,3,,
102-235-1,,102,235,laahpèhtit,laahpèhtit,,,WbWlap,,,,,,,4,,
104-235-1,,104,235,láhppet,láhppet,,,EZ,,,,,,,4,,
105-235-1,,105,235,láhppit,láhppit,,,SSSg,,,,,,,4,,
106-235-1,,106,235,läppiđ,läppiđ,,,InsSSk,,,,,,,4,,
107-235-1,,107,235,läʹpped,läʹpped,,,SKosSk,,,,,,,4,,
107-235-2,,107,235,rââʹppted ~ rõõppted,rââʹppted ~ rõõppted,,,SKosSk,,,,,,,5,,
301-235-1,,301,235,jomavtoms,jomavtoms,j o m ɑ v t o m s,,MordWb,,,,,jomavtoms,jomɑvtoms,6,,
401-235-1,,401,235,jomδarem,jomδarem,j o m ð ɑ r e m,,SMSk;TscherWb,,,,,jomδarem,jomðɑrem,6,,
501-235-1,,501,235,vošti̮ni̮,vošti̮ni̮,v o ʃ t ɯ n ɯ,,SyrjWsch,,,,,vošti̮ni̮,voʃtɯnɯ,7,,
503-235-1,,503,235,e̮šti̮ni̮,e̮šti̮ni̮,ɤ ʃ t ɯ n ɯ,,KoPRSl,,,,,e̮šti̮ni̮,ɤʃtɯnɯ,7,,
504-235-1,,504,235,i̮šti̮ni̮,i̮šti̮ni̮,ɯ ʃ t ɯ n ɯ,,WotjWsch,,,,,i̮šti̮ni̮,ɯʃtɯnɯ,7,,
601-235-1,,601,235,"elveszt, elveszít",elveszt,ɛ l v ɛ s t ɛ l v ɛ s iː t,,FMSz,,,,,,"ɛlvɛst, ɛlvɛsiːt",8,,
601-235-2,,601,235,"elveszt, elveszít",elveszít,ɛ l v ɛ s t ɛ l v ɛ s iː t,,FMSz,,,,,,"ɛlvɛst, ɛlvɛsiːt",8,,
701-235-1,,701,235,χoltilāli,χoltilāli,x o l t i l ɑː l i,,WogWb,,,,,χoltilāli,xoltilɑːli,9,,
902-235-1,,902,235,yocy°,yocy°,,,JurSWb,,,,,,,10,,
907-235-1,,907,235,ürupčə-,ürupčə-,y r u p tʃ ə,"Deriv. from ""üru-"" 'disappear'",SolkWb,,,,,ürupčə-,yruptʃə-,11,,
807-235-1,,807,235,joχat-,joχat-,j o x ɑ t,,DEWbOstj,,,,,joχat-,joxɑt-,12,,
101-235-1,,101,235,dassedh,dassedh,,,NSsNdb,,,,,,,13,,
208-235-2,,208,235,huɢaᴅa,huɢaᴅa,h u ɡ̥ ɑ d̥ ɑ,,InkmSk,,,,,huɢaᴅa,huɡ̥ɑd̥ɑ,14,,
701-235-2,,701,235,ūsti,ūsti,uː s t i,,WogWb,,,,,ūsti,uːsti,7,,
901-235-1,,901,235,dʹusa,dʹusa,dʲ u s ɑ,,SlNgaRus,,,,,dʹusa,dʲusɑ,15,,
0-236-1,,0,236,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
101-236-1,,101,236,[Form not found],,,,NSsNdb,,,,,,,?,[Form not found],
102-236-1,,102,236,[Form not found],,,,WbWlap,,,,,,,?,[Form not found],
104-236-1,,104,236,[Form not found],,,,EZ,,,,,,,?,[Form not found],
208-236-1,,208,236,[Form not found],,,,InkmSk,,,,,,,?,[Form not found],
209-236-1,,209,236,[Form not found],,,,VKJMS,,,,,,,?,[Form not found],
211-236-1,,211,236,[Form not found],,,,VESr,,,,,,,?,[Form not found],
907-236-1,,907,236,[Form not found],,,,SolkWb,,,,,,,?,[Form not found],
203-236-1,,203,236,poistua,poistua,p o̞ i s t̪ u ɑ,,JL,,,,,,po̞ist̪uɑ,1,,
107-236-1,,107,236,"uuidâd, võõidâd",uuidâd,,,SKosSk,,,,,,,2,,
107-236-2,,107,236,"uuidâd, võõidâd",võõidâd,,,SKosSk,,,,,,,2,,
108-236-1,,108,236,vɨjjte,vɨjjte,v ɨ jː t e,,WOLD,,,,,,vɨjːte,2,,
207-236-1,,207,236,lähtta,lähtta,,,VVS,,,,,,,3,,
210-236-1,,210,236,lahkuda,lahkuda,l ɑ h k u t ɑ,,SVSk,,,,,,lɑhkutɑ,3,,
212-236-1,,212,236,järà lǟʾdə,järà lǟʾdə,,,LivWb,,,,,,,3,,"Lit. 'leave off, away'"
401-236-1,,401,236,lektam,lektam,l e k t ɑ m,,SMSk;TscherWb,,,,,lektam,lektɑm,3,,"'Depart, set out, go out'"
105-236-1,,105,236,geassádit,geassádit,,,SSSg,,,,,,,4,,
301-236-1,,301,236,lʹiśems,lʹiśems,ʎ i ɕ e m s,,MordWb,,,,,lʹiśems,ʎiɕems,5,,
301-236-2,,301,236,tujems,tujems,t u j e m s,,MordWb,,,,,tujems,tujems,6,,
501-236-1,,501,236,petni̮,petni̮,p e t n ɯ,,SyrjWsch,,,,,petni̮,petnɯ,7,,
503-236-1,,503,236,petni̮,petni̮,p e t n ɯ,,KoPRSl,,,,,petni̮,petnɯ,7,,
503-236-2,,503,236,munni̮,munni̮,m u nː ɯ,,KoPRSl,,,,,munni̮,munːɯ,8,,
601-236-1,,601,236,kimegy,kimegy,k i m ɛ ɟ,,FMSz,,,,,,kimɛɟ,8,,"""Ki"" is prefix 'out'"
701-236-1,,701,236,χot-mini,χot-mini,x o t m i n i,"Cf. ""mini"" 'go'",WogWb,,,,,χot-mini,xot-mini,8,,
601-236-2,,601,236,távozik,távozik,t aː v o z i k,,FMSz,,,,,,taːvozik,9,,
504-236-1,,504,236,koški̮ni̮,koški̮ni̮,k o ʃ k ɯ n ɯ,,WotjWsch,,,,,koški̮ni̮,koʃkɯnɯ,10,,
807-236-1,,807,236,ḷɔ̈kǝn-,ḷɔ̈kǝn-,ɭ ɔ̈ k ə n,,DEWbOstj,,,,,ḷɔ̈kən-,ɭɔ̈kən-,11,,
902-236-1,,902,236,tərpə°,tərpə°,,,JurSWb,,,,,,,12,,
106-236-1,,106,236,kaidađ,kaidađ,,,InsSSk,,,,,,,13,,
901-236-1,,901,236,ŋonsi̮dʹi,ŋonsi̮dʹi,ŋ o n s ɯ dʲ i,,SlNgaRus,,,,,ŋonsi̮dʹi,ŋonsɯdʲi,14,,
204-236-1,,204,236,uitie,uitie,,,KKSV,,,,,,,2,,
0-237-1,,0,237,[Not reconstructable],,,,UEW;Sam88,,,,,,,?,[Not reconstructable],
902-237-1,,902,237,[Form not found],,,,JurSWb,,,,,,,?,[Form not found],
101-237-1,,101,237,nealkodh,nealkodh,,,NSsNdb,,,,,,,1,,
102-237-1,,102,237,neälˈgoot,neälˈgoot,,,WbWlap,,,,,,,1,,
104-237-1,,104,237,nielgen,nielgen,,,EZ,,,,,,,1,,'Hungry'
105-237-1,,105,237,leat nealggis,leat nealggis,,,SSSg,,,,,,,1,,Lit. 'be hungry'
106-237-1,,106,237,neäl'guđ,neäl'guđ,,,InsSSk,,,,,,,1,,'Become hungry'
107-237-1,,107,237,neälǥlaž,neälǥlaž,,,SKosSk,,,,,,,1,,Adjective 'hungry'
108-237-1,,108,237,njāllke,njāllke,ɲ aː lː k e,,WOLD,,,,,,ɲaːlːke,1,,
203-237-1,,203,237,olla nälkäinen,olla nälkäinen,o̞ lː ɑ n æ l k æ i n e̞ n,,JL,,,,,,o̞lːɑ nælkæine̞n,1,,
204-237-1,,204,237,olla nälkähine,olla nälkähine,,,KKSV,,,,,,,1,,
207-237-1,,207,237,"ńälʹktuda, olda ńälʹgäs",ńälʹktuda,,,VVS,,,,,,,1,,Latter lit. 'be in hunger'
207-237-2,,207,237,"ńälʹktuda, olda ńälʹgäs",olda ńälʹgäs,,,VVS,,,,,,,1,,Latter lit. 'be in hunger'
208-237-1,,208,237,nälɢähīn,nälɢähīn,n æ l ɡ̥ æ h iː n,,InkmSk,,,,,nälɢähīn,nælɡ̥æhiːn,1,,Adjective 'hungry'
209-237-1,,209,237,nällez e̮лe̮ma,nällez e̮лe̮ma,n æ lː e z ɤ l ɤ m ɑ,,VKJMS,,,,,nällez_e̮le̮ma,nælːez ɤlɤmɑ,1,,Lit. 'be in hunger'
210-237-1,,210,237,näljane olla,näljane olla,n æ l j ɑ n e o lː ɑ,,SVSk,,,,,,næljɑne olːɑ,1,,
211-237-1,,211,237,näläne ~ nälläne,näläne ~ nälläne,,,VESr,,,,,,,1,,
212-237-1,,212,237,nǟlgas vōlda,nǟlgas vōlda,,,LivWb,,,,,,,1,,Lit. 'be in hunger'
101-237-2,,101,237,bårrestovvedh,bårrestovvedh,,"Deriv. from ""bårredh"" 'eat'",NSsNdb,,,,,,,2,,
105-237-2,,105,237,borastuvvat,borastuvvat,,,SSSg,,,,,,,2,,
